config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s
s1000_g1e2,3072,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,4.5,1.50E+00,3.97E+09,6.70E+08,6.00E+02,3.70E+04,2586135
s1000_g1e2,3072,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1.8,6.00E-01,1.16E+09,2.60E+08,8.20E+02,7.30E+03,1834744
s1000_g1e2,3072,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,2,6.67E-01,1.15E+09,2.80E+08,6.00E+02,7.90E+03,1692636
s1000_g1e2,3072,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,1.5,5.00E-01,1.18E+09,2.10E+08,5.90E+02,8.70E+03,2208009
s1000_g1e2,3072,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1.8,6.00E-01,1.33E+09,1.30E+08,5.80E+02,1.10E+04,2179257
s1000_g1e2,3072,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,1.3,4.33E-01,3.90E+09,4.70E+08,5.80E+02,3.90E+04,876811
s1000_g1e2,384,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1.6,5.33E-01,9.45E+09,1.40E+07,1.70E+03,1.50E+04,214151
s1000_g1e2,384,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,1.5,5.00E-01,8.64E+09,2.60E+07,1.70E+03,1.30E+04,207195
s1000_g1e2,384,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,3,3.8,1.27E+00,3.22E+10,3.10E+07,1.70E+03,4.20E+04,314647
s1000_g1e2,384,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,1.9,6.33E-01,9.88E+09,4.20E+07,1.70E+03,1.50E+04,195656
s1000_g1e2,384,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,1.3,4.33E-01,6.81E+09,2.90E+07,1.70E+03,1.40E+04,195198
s1000_g1e2,384,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,4.1,1.37E+00,3.17E+10,3.10E+07,1.70E+03,4.20E+04,289887
s1000_g1e2,384,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,3.6,1.20E+00,2.53E+10,6.70E+07,2.30E+03,3.10E+04,259485
s1000_g1e2,384,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,3.9,1.30E+00,2.80E+10,7.60E+07,1.70E+03,3.60E+04,266857
s1000_g1e2,384,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,3,3.8,1.27E+00,2.89E+10,5.40E+07,1.70E+03,3.70E+04,281390
s1000_g1e2,384,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,3,5.1,1.70E+00,9.20E+09,1.40E+07,1.70E+03,9.30E+03,670987
s1000_g1e2,384,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,3,3.8,1.27E+00,3.21E+10,3.10E+07,1.70E+03,4.20E+04,311350
s1000_g1e2,384,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,3,3.5,1.17E+00,2.69E+10,5.10E+07,1.70E+03,3.40E+04,284227
s1000_g1e2,384,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1.4,4.67E-01,8.17E+09,1.30E+07,1.70E+03,1.70E+04,218816
s1000_g1e2,384,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,2.8,9.33E-01,7.82E+09,2.40E+07,1.70E+03,1.60E+04,101888
s1000_g1e2,384,81997754, -ksp_type tfqmr -pc_type asm ,KSPSolve,3,1.5,5.00E-01,8.64E+09,2.60E+07,1.70E+03,1.30E+04,210035
s1000_g1e2,384,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1.3,4.33E-01,7.10E+09,2.90E+07,2.30E+03,1.40E+04,204617
s1000_g1e2,384,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,2,8.3,4.15E+00,7.64E+09,2.10E+07,1.70E+03,2.80E+04,346627
s1000_g1e2,384,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,3,1.5,5.00E-01,9.45E+09,1.40E+07,1.70E+03,1.50E+04,232515
s1000_g1e2,384,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,3,1.2,4.00E-01,8.17E+09,1.30E+07,1.70E+03,1.70E+04,239056
s1000_g1e2,384,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,3.7,1.23E+00,2.73E+10,5.20E+07,1.70E+03,3.50E+04,274533
s1000_g1e2,384,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,4.2,1.40E+00,3.23E+10,3.10E+07,1.70E+03,4.20E+04,287485
s1000_g1e2,384,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,3.8,1.27E+00,2.69E+10,7.20E+07,2.30E+03,3.30E+04,266119
s1000_g1e2,384,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,3.8,1.27E+00,2.75E+10,7.50E+07,1.70E+03,3.40E+04,271749
s1000_g1e2,384,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,5.2,1.73E+00,8.23E+09,3.30E+07,2.30E+03,7.60E+03,593783
s1000_g1e2,384,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,5.7,1.90E+00,7.15E+09,2.90E+07,1.70E+03,6.80E+03,467811
s1000_g1e2,384,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,5.2,1.73E+00,7.99E+09,2.30E+07,1.70E+03,7.90E+03,572984
s1000_g1e2,384,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,5.4,1.80E+00,9.30E+09,1.40E+07,1.70E+03,9.40E+03,644113
s1000_g1e2,384,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,3.4,1.13E+00,2.52E+10,4.70E+07,1.70E+03,3.30E+04,279677
s1000_g1e2,6144,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,3.7,9.25E-01,1.06E+09,4.10E+08,4.20E+02,2.60E+04,1588974
s1000_g1e2,6144,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,4.5,1.50E+00,1.14E+09,9.40E+08,5.90E+02,1.90E+04,1443482
s1000_g1e2,6144,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,3,1.00E+00,8.08E+08,5.60E+08,4.20E+02,1.70E+04,1531449
s1000_g1e2,6144,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,3,3.9,1.30E+00,2.22E+09,5.40E+08,4.20E+02,4.40E+04,3181136
s1000_g1e2,6144,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,2.9,9.67E-01,8.29E+08,7.60E+08,4.30E+02,1.60E+04,1587979
s1000_g1e2,6144,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,3.2,1.07E+00,6.08E+08,5.70E+08,4.30E+02,1.60E+04,1083989
s1000_g1e2,6144,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,7.4,2.47E+00,2.38E+09,5.90E+08,4.20E+02,4.80E+04,1804855
s1000_g1e2,6144,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1,3.33E-01,2.38E+09,1.40E+09,5.90E+02,3.80E+04,1324328
s1000_g1e2,6144,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,5.7,1.90E+00,1.97E+09,1.20E+09,4.30E+02,3.40E+04,1954150
s1000_g1e2,6144,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,3,4.7,1.57E+00,2.03E+09,9.10E+08,4.20E+02,3.80E+04,2433084
s1000_g1e2,6144,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,3,4.4,1.47E+00,2.31E+09,5.70E+08,4.20E+02,4.70E+04,2974618
s1000_g1e2,6144,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,3,5.7,1.90E+00,2.07E+09,9.40E+08,4.20E+02,3.80E+04,2063143
s1000_g1e2,6144,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,4.2,1.40E+00,7.01E+08,2.80E+08,4.20E+02,2.30E+04,946651
s1000_g1e2,6144,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,2.5,8.33E-01,5.96E+08,4.20E+08,4.20E+02,1.70E+04,1352947
s1000_g1e2,6144,81997754, -ksp_type tfqmr -pc_type asm ,KSPSolve,3,2.8,9.33E-01,8.08E+08,5.60E+08,4.20E+02,1.70E+04,1636137
s1000_g1e2,6144,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1.8,6.00E-01,6.86E+08,5.70E+08,5.90E+02,1.60E+04,2148932
s1000_g1e2,6144,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,3,3,1.00E+00,7.88E+08,5.30E+08,4.20E+02,4.40E+04,1454340
s1000_g1e2,6144,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,4,2.2,5.50E-01,1.06E+09,4.10E+08,4.20E+02,2.60E+04,2635016
s1000_g1e2,6144,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,3,2.2,7.33E-01,7.01E+08,2.80E+08,4.20E+02,2.30E+04,1755537
s1000_g1e2,6144,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,5.8,1.93E+00,2.10E+09,9.50E+08,4.20E+02,3.90E+04,2040766
s1000_g1e2,6144,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,4.7,1.57E+00,2.22E+09,5.40E+08,4.20E+02,4.40E+04,2648157
s1000_g1e2,6144,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,5.2,1.73E+00,2.29E+09,1.30E+09,5.90E+02,3.60E+04,2483938
s1000_g1e2,6144,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,7.3,2.43E+00,2.17E+09,1.40E+09,4.30E+02,3.70E+04,1682089
s1000_g1e2,6144,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,4.9,1.63E+00,2.06E+09,9.30E+08,4.20E+02,3.80E+04,2354882
s1000_g1e2,12288,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,3.4,1.13E+00,3.83E+08,6.10E+08,2.90E+02,1.90E+04,1271612
s1000_g1e2,12288,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,7.2,3.60E+00,9.28E+08,2.50E+09,2.90E+02,3.80E+04,1453931
s1000_g1e2,12288,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,3,7.4,2.47E+00,1.28E+09,1.30E+09,2.90E+02,5.10E+04,1959178
s1000_g1e2,12288,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,3.7,1.23E+00,5.02E+08,1.70E+09,3.00E+02,1.80E+04,1524174
s1000_g1e2,12288,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1,3.33E-01,1.22E+09,1.20E+09,2.90E+02,4.90E+04,1259488
s1000_g1e2,12288,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,8.7,2.90E+00,1.27E+09,2.70E+09,4.20E+02,3.80E+04,1665534
s1000_g1e2,12288,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,6,2.00E+00,1.16E+09,2.80E+09,3.00E+02,3.80E+04,2185633
s1000_g1e2,12288,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,3,2.6,8.67E-01,6.48E+08,9.90E+08,2.90E+02,2.00E+04,2726606
s1000_g1e2,12288,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,3,4.3,1.43E+00,1.27E+09,1.30E+09,2.90E+02,5.10E+04,3306044
s1000_g1e2,12288,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,2.8,9.33E-01,2.59E+08,4.20E+08,2.90E+02,1.70E+04,1024244
s1000_g1e2,12288,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,4.2,1.40E+00,3.17E+08,8.60E+08,2.90E+02,1.80E+04,852245
s1000_g1e2,12288,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,3.5,1.17E+00,3.49E+08,1.20E+09,3.10E+02,1.70E+04,1125144
s1000_g1e2,12288,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,2.9,9.67E-01,3.54E+08,1.10E+09,4.30E+02,1.40E+04,1387382
s1000_g1e2,12288,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,3,2.8,9.33E-01,3.83E+08,6.10E+08,2.90E+02,1.90E+04,1526611
s1000_g1e2,12288,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,3,3,1.00E+00,2.59E+08,4.20E+08,2.90E+02,1.70E+04,961591
s1000_g1e2,12288,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,6.4,2.13E+00,1.10E+09,2.00E+09,2.90E+02,4.00E+04,1939079
s1000_g1e2,12288,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,3,6.3,2.10E+00,4.10E+08,1.10E+09,2.90E+02,4.60E+04,731995
s1000_g1e2,12288,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,7.3,2.43E+00,1.28E+09,2.70E+09,4.20E+02,3.70E+04,1996989
s1000_g1e2,12288,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,1,3.33E-01,1.15E+09,2.70E+09,3.00E+02,3.70E+04,1231434
s1000_g1e2,12288,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,2.2,7.33E-01,3.64E+08,1.00E+09,4.30E+02,7.20E+03,1870777
s1000_g1e2,12288,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,2.1,7.00E-01,3.60E+08,1.20E+09,3.10E+02,8.20E+03,1880489
s1000_g1e2,12288,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,1.8,6.00E-01,3.37E+08,8.70E+08,2.90E+02,9.00E+03,2068855
s1000_g1e2,12288,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,2.7,9.00E-01,3.64E+08,5.60E+08,2.90E+02,1.10E+04,1519990
s1000_g1e2,12288,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,6.9,2.30E+00,1.13E+09,2.00E+09,2.90E+02,4.10E+04,1849471
s1000_g1e2,12288,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1.3,4.33E-01,1.23E+09,1.20E+09,2.90E+02,5.00E+04,1071819
s1000_g1e2,96,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,5.8,1.93E+00,3.11E+10,2.80E+06,3.30E+03,1.20E+04,50292
s1000_g1e2,96,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,3,1.6,5.33E-01,1.22E+11,7.00E+06,3.30E+03,4.00E+04,71028
s1000_g1e2,96,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,7.1,2.37E+00,3.62E+10,9.20E+06,3.50E+03,1.40E+04,48272
s1000_g1e2,96,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1.7,5.67E-01,1.21E+11,7.00E+06,3.30E+03,4.00E+04,66428
s1000_g1e2,96,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1.5,5.00E-01,1.08E+11,1.70E+07,4.70E+03,3.50E+04,64459
s1000_g1e2,96,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,1.6,5.33E-01,1.11E+11,1.80E+07,3.50E+03,3.60E+04,65275
s1000_g1e2,96,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,3,1.4,4.67E-01,1.02E+11,1.10E+07,3.40E+03,3.30E+04,65834
s1000_g1e2,96,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,3,2.5,8.33E-01,2.96E+10,2.60E+06,3.30E+03,7.50E+03,111530
s1000_g1e2,96,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,3,1.6,5.33E-01,1.25E+11,7.20E+06,3.30E+03,4.10E+04,71169
s1000_g1e2,96,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,3,1.5,5.00E-01,1.07E+11,1.20E+07,3.40E+03,3.50E+04,65469
s1000_g1e2,96,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,5.1,1.70E+00,2.85E+10,2.60E+06,3.30E+03,1.50E+04,52282
s1000_g1e2,96,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,4.8,1.60E+00,2.60E+10,6.70E+06,3.50E+03,1.40E+04,50830
s1000_g1e2,96,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,4.9,1.63E+00,2.63E+10,6.70E+06,4.70E+03,1.30E+04,50651
s1000_g1e2,96,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,3,7.1,2.37E+00,4.54E+10,7.30E+06,3.30E+03,4.20E+04,60462
s1000_g1e2,96,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,3,5.3,1.77E+00,3.11E+10,2.80E+06,3.30E+03,1.20E+04,55089
s1000_g1e2,96,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,3,4.7,1.57E+00,2.85E+10,2.60E+06,3.30E+03,1.50E+04,56680
s1000_g1e2,96,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,1.3,4.33E-01,9.13E+10,1.00E+07,3.40E+03,3.00E+04,65687
s1000_g1e2,96,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,1.7,5.67E-01,1.24E+11,7.10E+06,3.30E+03,4.10E+04,66741
s1000_g1e2,96,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1.5,5.00E-01,1.05E+11,1.70E+07,4.70E+03,3.30E+04,65208
s1000_g1e2,96,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,1.6,5.33E-01,1.11E+11,1.80E+07,3.50E+03,3.60E+04,65414
s1000_g1e2,96,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,2.9,9.67E-01,3.02E+10,7.30E+06,4.70E+03,7.30E+03,96948
s1000_g1e2,96,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,3,2.7,9.00E-01,2.83E+10,6.90E+06,3.50E+03,7.00E+03,97944
s1000_g1e2,96,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,2.8,9.33E-01,2.93E+10,5.00E+06,3.40E+03,7.40E+03,99188
s1000_g1e2,96,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,3,3,1.00E+00,3.21E+10,2.80E+06,3.30E+03,8.20E+03,101762
s1000_g1e2,96,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,3,1.3,4.33E-01,9.31E+10,1.10E+07,3.40E+03,3.10E+04,65418
s1000_g1e3,24,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,4.5,1.13E+00,2.28E+11,1.20E+06,6.70E+03,2.30E+04,12049
s1000_g1e3,24,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,9,3.00E+00,4.51E+11,6.20E+06,9.70E+03,4.40E+04,11856
s1000_g1e3,24,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,4.5,1.13E+00,2.22E+11,2.20E+06,6.80E+03,2.20E+04,11543
s1000_g1e3,24,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,5.4,2.70E+00,3.67E+11,1.20E+06,6.70E+03,3.00E+04,16044
s1000_g1e3,24,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,4.3,1.08E+00,2.15E+11,3.00E+06,7.30E+03,2.10E+04,11800
s1000_g1e3,24,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,4.9,1.23E+00,3.04E+11,2.80E+06,6.70E+03,7.30E+04,14576
s1000_g1e3,24,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,5.8,2.90E+00,3.55E+11,1.10E+06,6.70E+03,3.00E+04,14589
s1000_g1e3,24,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,5.6,2.80E+00,3.50E+11,3.00E+06,9.70E+03,2.90E+04,14719
s1000_g1e3,24,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,5.6,2.80E+00,3.51E+11,3.10E+06,7.30E+03,2.90E+04,14742
s1000_g1e3,24,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,4,1,2.50E-01,1.73E+11,8.40E+05,6.70E+03,1.10E+04,39267
s1000_g1e3,24,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,2,5.5,2.75E+00,3.69E+11,1.20E+06,6.70E+03,3.10E+04,16058
s1000_g1e3,24,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,3,7.50E-01,1.61E+11,8.30E+05,6.70E+03,2.20E+04,12828
s1000_g1e3,24,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,2.7,6.75E-01,1.46E+11,1.50E+06,6.80E+03,2.00E+04,12625
s1000_g1e3,24,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,2.9,7.25E-01,1.54E+11,2.20E+06,7.30E+03,2.00E+04,12587
s1000_g1e3,24,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,3.3,8.25E-01,1.75E+11,2.40E+06,9.80E+03,2.30E+04,12582
s1000_g1e3,24,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,4,2.7,6.75E-01,1.61E+11,8.30E+05,6.70E+03,2.20E+04,14143
s1000_g1e3,24,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,5.6,2.80E+00,3.50E+11,2.20E+06,6.70E+03,2.90E+04,14672
s1000_g1e3,24,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,5.7,2.85E+00,3.59E+11,1.10E+06,6.70E+03,3.00E+04,14873
s1000_g1e3,24,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,5.7,2.85E+00,3.52E+11,3.10E+06,9.70E+03,2.90E+04,14623
s1000_g1e3,24,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,5.8,2.90E+00,3.51E+11,3.10E+06,7.30E+03,2.90E+04,14324
s1000_g1e3,24,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,1.1,2.75E-01,1.66E+11,2.20E+06,9.80E+03,1.00E+04,35344
s1000_g1e3,24,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,1.1,2.75E-01,1.65E+11,2.20E+06,7.30E+03,1.00E+04,35352
s1000_g1e3,24,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,1.2,3.00E-01,1.84E+11,8.90E+05,6.70E+03,1.20E+04,36293
s1000_g1e3,24,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,5.6,2.80E+00,3.51E+11,2.20E+06,6.70E+03,2.90E+04,14753
s1000_g1e3,768,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,8.4,2.10E+00,6.94E+09,4.30E+07,1.20E+03,2.20E+04,608881
s1000_g1e3,768,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,1.3,3.25E-01,8.29E+09,1.30E+08,1.60E+03,2.30E+04,446605
s1000_g1e3,768,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,1,2.50E-01,7.43E+09,8.70E+07,1.20E+03,2.20E+04,550574
s1000_g1e3,768,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,1.2,6.00E-01,1.20E+10,4.70E+07,1.20E+03,3.10E+04,719169
s1000_g1e3,768,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,1,2.50E-01,7.16E+09,1.20E+08,1.20E+03,2.00E+04,493331
s1000_g1e3,768,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,7.6,1.90E+00,5.05E+09,8.50E+07,1.20E+03,1.90E+04,492642
s1000_g1e3,768,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,1.3,6.50E-01,1.21E+10,4.70E+07,1.20E+03,3.20E+04,685779
s1000_g1e3,768,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,1.6,8.00E-01,1.22E+10,1.30E+08,1.60E+03,2.90E+04,552708
s1000_g1e3,768,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,1.4,7.00E-01,1.16E+10,1.20E+08,1.20E+03,2.90E+04,580429
s1000_g1e3,768,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,2,1.3,6.50E-01,1.12E+10,8.30E+07,1.20E+03,2.80E+04,622734
s1000_g1e3,768,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,4,5.3,1.33E+00,7.22E+09,4.30E+07,1.20E+03,1.40E+04,1008909
s1000_g1e3,768,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,2,1.3,6.50E-01,1.20E+10,4.70E+07,1.20E+03,3.10E+04,670448
s1000_g1e3,768,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,2,1.3,6.50E-01,1.16E+10,8.70E+07,1.20E+03,2.90E+04,657782
