config,nprocs,solverid,solvername,name,count,maxtime,avg time/solve,maxflops,messages,avgmsglen,reductions,max mflop/s
s1000_g1e3,768,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,7,1.75E+00,6.28E+09,3.90E+07,1.20E+03,2.70E+04,664419
s1000_g1e3,768,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,6.7,1.68E+00,5.24E+09,6.30E+07,1.20E+03,2.10E+04,574913
s1000_g1e3,768,81997754, -ksp_type tfqmr -pc_type asm ,KSPSolve,4,1,2.50E-01,7.43E+09,8.70E+07,1.20E+03,2.20E+04,550327
s1000_g1e3,768,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,7.7,1.93E+00,4.86E+09,7.80E+07,1.60E+03,1.80E+04,464494
s1000_g1e3,768,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,4,7,1.75E+00,9.30E+09,1.00E+08,1.20E+03,6.80E+04,986456
s1000_g1e3,768,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,4,8,2.00E+00,6.94E+09,4.30E+07,1.20E+03,2.20E+04,637777
s1000_g1e3,768,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,4,6.3,1.58E+00,6.28E+09,3.90E+07,1.20E+03,2.70E+04,737309
s1000_g1e3,768,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,1.3,6.50E-01,1.14E+10,8.60E+07,1.20E+03,2.90E+04,626991
s1000_g1e3,768,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,1.3,6.50E-01,1.25E+10,4.80E+07,1.20E+03,3.20E+04,685068
s1000_g1e3,768,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,1.6,8.00E-01,1.22E+10,1.30E+08,1.60E+03,2.90E+04,547514
s1000_g1e3,768,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,1.5,7.50E-01,1.20E+10,1.30E+08,1.20E+03,2.90E+04,586276
s1000_g1e3,768,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,5.1,1.28E+00,5.98E+09,9.20E+07,1.60E+03,1.10E+04,866145
s1000_g1e3,768,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,4.8,1.20E+00,5.61E+09,9.00E+07,1.20E+03,1.00E+04,860517
s1000_g1e3,768,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,4.4,1.10E+00,5.46E+09,6.20E+07,1.20E+03,1.00E+04,909150
s1000_g1e3,768,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,5.1,1.28E+00,6.65E+09,3.90E+07,1.20E+03,1.30E+04,967078
s1000_g1e3,768,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,1.3,6.50E-01,1.13E+10,8.40E+07,1.20E+03,2.90E+04,612084
s1000_g1e3,192,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,5.6,1.40E+00,3.08E+10,1.10E+07,2.30E+03,2.40E+04,102036
s1000_g1e3,192,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,1,3.33E-01,5.43E+10,5.50E+07,3.20E+03,4.00E+04,97957
s1000_g1e3,192,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,5,6.9,1.38E+00,3.72E+10,2.70E+07,2.30E+03,2.90E+04,100274
s1000_g1e3,192,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,6.2,3.10E+00,4.73E+10,1.10E+07,2.30E+03,3.10E+04,143172
s1000_g1e3,192,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,6.4,1.60E+00,3.39E+10,3.50E+07,2.40E+03,2.50E+04,98860
s1000_g1e3,192,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,5.8,1.45E+00,3.80E+10,2.60E+07,2.30E+03,7.20E+04,122621
s1000_g1e3,192,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,3.6,9.00E-01,1.99E+10,2.10E+07,2.40E+03,2.00E+04,102094
s1000_g1e3,192,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,6.2,3.10E+00,4.57E+10,1.10E+07,2.30E+03,3.00E+04,137813
s1000_g1e3,192,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,6.5,3.25E+00,4.55E+10,3.00E+07,3.20E+03,2.90E+04,130902
s1000_g1e3,192,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,6.3,3.15E+00,4.49E+10,3.00E+07,2.40E+03,2.90E+04,132867
s1000_g1e3,192,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,2,6.4,3.20E+00,4.47E+10,2.10E+07,2.30E+03,2.90E+04,131233
s1000_g1e3,192,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,4,1.4,3.50E-01,3.03E+10,1.10E+07,2.30E+03,1.50E+04,384037
s1000_g1e3,192,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,2,5.9,2.95E+00,4.55E+10,1.10E+07,2.30E+03,3.00E+04,144247
s1000_g1e3,192,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,2,6.4,3.20E+00,4.49E+10,2.10E+07,2.30E+03,2.90E+04,131136
s1000_g1e3,192,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,3.9,9.75E-01,2.21E+10,8.40E+06,2.30E+03,2.40E+04,105227
s1000_g1e3,192,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,3.9,9.75E-01,2.17E+10,1.60E+07,2.30E+03,2.30E+04,102985
s1000_g1e3,192,81997754, -ksp_type tfqmr -pc_type asm ,KSPSolve,5,7.1,1.42E+00,3.72E+10,2.70E+07,2.30E+03,2.90E+04,97810
s1000_g1e3,192,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,3.6,9.00E-01,1.94E+10,2.00E+07,3.20E+03,1.90E+04,100884
s1000_g1e3,192,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,4,5.6,1.40E+00,3.62E+10,2.40E+07,2.30E+03,6.70E+04,121305
s1000_g1e3,192,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,4,5.2,1.30E+00,3.08E+10,1.10E+07,2.30E+03,2.40E+04,110371
s1000_g1e3,192,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,4,3.6,9.00E-01,2.21E+10,8.40E+06,2.30E+03,2.40E+04,115120
s1000_g1e3,192,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,6.4,3.20E+00,4.56E+10,2.10E+07,2.30E+03,2.90E+04,134206
s1000_g1e3,192,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,6.7,3.35E+00,4.70E+10,1.10E+07,2.30E+03,3.10E+04,132448
s1000_g1e3,192,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,6.8,3.40E+00,4.56E+10,3.00E+07,3.20E+03,2.80E+04,126201
s1000_g1e3,192,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,6.4,3.20E+00,4.55E+10,3.00E+07,2.40E+03,2.90E+04,132576
s1000_g1e3,192,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,1.2,3.00E-01,2.23E+10,2.20E+07,3.20E+03,1.10E+04,337531
s1000_g1e3,192,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,1.1,2.75E-01,2.00E+10,2.00E+07,2.40E+03,9.70E+03,337887
s1000_g1e3,192,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,1.2,3.00E-01,2.25E+10,1.60E+07,2.30E+03,1.10E+04,346492
s1000_g1e3,192,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,1.5,3.75E-01,2.64E+10,9.50E+06,2.30E+03,1.30E+04,324204
s1000_g1e3,192,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,6.3,3.15E+00,4.46E+10,2.10E+07,2.30E+03,2.90E+04,133116
s1000_g1e3,1536,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,4,3.7,9.25E-01,3.50E+09,1.50E+08,8.30E+02,5.10E+04,1376577
s1000_g1e3,1536,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,4.7,1.18E+00,3.99E+09,2.40E+08,1.20E+03,2.10E+04,1237573
s1000_g1e3,1536,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,4.4,1.10E+00,4.44E+09,2.10E+08,8.40E+02,2.60E+04,1469812
s1000_g1e3,1536,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,4.3,2.15E+00,6.23E+09,9.80E+07,8.30E+02,3.20E+04,2117108
s1000_g1e3,1536,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,4,1.00E+00,3.90E+09,2.50E+08,8.60E+02,2.10E+04,1414266
s1000_g1e3,1536,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,3.6,9.00E-01,3.34E+09,1.50E+08,8.30E+02,5.00E+04,1374159
s1000_g1e3,1536,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,2.9,7.25E-01,2.60E+09,1.70E+08,8.60E+02,1.90E+04,1326661
s1000_g1e3,1536,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,4.4,2.20E+00,5.99E+09,9.50E+07,8.30E+02,3.10E+04,1986235
s1000_g1e3,1536,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,6,3.00E+00,6.46E+09,2.60E+08,1.20E+03,3.00E+04,1593272
s1000_g1e3,1536,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,5.3,2.65E+00,6.03E+09,2.60E+08,8.50E+02,2.90E+04,1678225
s1000_g1e3,1536,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,2,4.6,2.30E+00,5.80E+09,1.70E+08,8.40E+02,2.90E+04,1843265
s1000_g1e3,1536,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,4,3.4,8.50E-01,3.20E+09,7.70E+07,8.30E+02,1.30E+04,1393256
s1000_g1e3,1536,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,2,4.4,2.20E+00,6.09E+09,9.60E+07,8.30E+02,3.20E+04,2052499
s1000_g1e3,1536,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,2,4.5,2.25E+00,5.99E+09,1.80E+08,8.40E+02,3.00E+04,1947363
s1000_g1e3,1536,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,2,5.00E-01,6.97E+09,3.30E+08,8.40E+02,5.50E+04,510244
s1000_g1e3,1536,81997754, -ksp_type tfqmr -pc_type asm ,KSPSolve,4,9.6,2.40E+00,4.44E+09,2.10E+08,8.40E+02,2.60E+04,681837
s1000_g1e3,1536,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,3.6,9.00E-01,3.05E+09,1.90E+08,1.20E+03,2.10E+04,1255886
s1000_g1e3,1536,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,4.6,2.30E+00,5.86E+09,1.80E+08,8.40E+02,2.90E+04,1862989
s1000_g1e3,1536,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,4.5,2.25E+00,6.16E+09,9.70E+07,8.30E+02,3.20E+04,2005495
s1000_g1e3,1536,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,5.8,2.90E+00,6.32E+09,2.60E+08,1.20E+03,2.90E+04,1607180
s1000_g1e3,1536,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,5,2.50E+00,6.02E+09,2.60E+08,8.50E+02,2.90E+04,1781394
s1000_g1e3,1536,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,3.7,9.25E-01,2.97E+09,1.80E+08,1.20E+03,9.90E+03,1178925
s1000_g1e3,1536,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,3.5,8.75E-01,2.83E+09,1.80E+08,8.60E+02,1.00E+04,1182249
s1000_g1e3,1536,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,4.8,2.40E+00,5.84E+09,1.70E+08,8.40E+02,2.90E+04,1789033
s1000_g1e3,3072,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,3.2,8.00E-01,2.39E+09,2.40E+08,5.80E+02,3.00E+04,2171232
s1000_g1e3,3072,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,3.3,8.25E-01,2.19E+09,5.10E+08,8.20E+02,2.10E+04,1945395
s1000_g1e3,3072,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,3.1,7.75E-01,2.16E+09,4.00E+08,5.90E+02,2.50E+04,2017315
s1000_g1e3,3072,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,7.7,3.85E+00,3.14E+09,2.00E+08,5.80E+02,3.30E+04,1206150
s1000_g1e3,3072,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,4.8,1.20E+00,2.06E+09,5.20E+08,6.00E+02,2.20E+04,1258406
s1000_g1e3,3072,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,3.9,9.75E-01,2.23E+09,4.00E+08,5.80E+02,6.70E+04,1700912
s1000_g1e3,3072,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,8.6,4.30E+00,3.06E+09,2.00E+08,5.80E+02,3.20E+04,1056948
s1000_g1e3,3072,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,6.3,3.15E+00,3.25E+09,5.10E+08,8.10E+02,2.90E+04,1529770
s1000_g1e3,3072,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,6,3.00E+00,3.14E+09,5.20E+08,6.00E+02,2.90E+04,1534704
s1000_g1e3,3072,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,2,3.1,1.55E+00,3.14E+09,2.00E+08,5.80E+02,3.30E+04,2996947
s1000_g1e3,3072,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,1,5.00E-01,5.84E+08,6.00E+07,5.80E+02,1.00E+04,1669724
s1000_g1e3,3072,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,2.5,6.25E-01,1.52E+09,2.90E+08,5.90E+02,2.40E+04,1778805
s1000_g1e3,3072,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,2.3,5.75E-01,1.44E+09,3.70E+08,6.00E+02,2.00E+04,1809614
s1000_g1e3,3072,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,2.6,6.50E-01,1.55E+09,3.60E+08,8.20E+02,2.00E+04,1706658
s1000_g1e3,3072,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,4,4.3,1.08E+00,2.53E+09,4.50E+08,5.80E+02,7.40E+04,1710242
s1000_g1e3,3072,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,4,2.9,7.25E-01,2.39E+09,2.40E+08,5.80E+02,3.00E+04,2371830
s1000_g1e3,3072,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,2,8.75E-01,4.37E-01,5.84E+08,6.00E+07,5.80E+02,1.00E+04,1985569
s1000_g1e3,3072,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,5.1,2.55E+00,2.98E+09,3.60E+08,5.80E+02,2.90E+04,1707229
s1000_g1e3,3072,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,4.1,2.05E+00,3.13E+09,2.00E+08,5.80E+02,3.20E+04,2256122
s1000_g1e3,3072,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,4.9,2.45E+00,3.35E+09,5.40E+08,8.20E+02,2.90E+04,1999096
s1000_g1e3,3072,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,1,5.00E-01,3.12E+09,5.30E+08,6.00E+02,2.90E+04,864817
s1000_g1e3,3072,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,4.1,2.05E+00,2.94E+09,3.50E+08,5.80E+02,2.90E+04,2098595
s1000_g1e3,384,11256942, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 0 ,KSPSolve,5,3.2,6.40E-01,1.89E+10,2.90E+07,1.70E+03,3.00E+04,216904
s1000_g1e3,384,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,2.7,6.75E-01,1.46E+10,6.00E+07,2.30E+03,2.10E+04,202144
s1000_g1e3,384,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,2.9,1.45E+00,2.41E+10,2.30E+07,1.70E+03,3.10E+04,304350
s1000_g1e3,384,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,5.2,2.60E+00,2.78E+10,1.20E+08,1.70E+03,4.10E+04,200012
s1000_g1e3,384,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,2.1,5.25E-01,2.00E+10,5.50E+07,1.70E+03,7.60E+04,356465
s1000_g1e3,384,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,3.3,1.65E+00,2.37E+10,2.30E+07,1.70E+03,3.10E+04,271648
s1000_g1e3,384,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,3.3,1.65E+00,2.32E+10,6.10E+07,2.30E+03,2.90E+04,264735
s1000_g1e3,384,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,3.2,1.60E+00,2.27E+10,6.10E+07,1.70E+03,2.90E+04,265746
s1000_g1e3,384,36482981, -ksp_type fgmres -pc_type asm ,KSPSolve,2,3,1.50E+00,2.22E+10,4.20E+07,1.70E+03,2.90E+04,275763
s1000_g1e3,384,18524981, -ksp_type ibcgs -pc_type bjacobi ,KSPSolve,4,7.5,1.88E+00,1.28E+10,1.90E+07,1.70E+03,1.30E+04,638990
s1000_g1e3,384,12321508, -ksp_type fgmres -pc_type bjacobi ,KSPSolve,2,2.9,1.45E+00,2.31E+10,2.30E+07,1.70E+03,3.10E+04,300179
s1000_g1e3,384,22479830, -ksp_type gmres -pc_type asm ,KSPSolve,2,3,1.50E+00,2.23E+10,4.20E+07,1.70E+03,2.90E+04,279632
s1000_g1e3,384,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,1.9,4.75E-01,1.18E+10,1.80E+07,1.70E+03,2.50E+04,222605
s1000_g1e3,384,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,3.7,9.25E-01,9.99E+09,3.00E+07,1.70E+03,2.10E+04,101789
s1000_g1e3,384,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,2,5.00E-01,1.09E+10,4.70E+07,1.70E+03,2.20E+04,200618
s1000_g1e3,384,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,1.9,4.75E-01,1.05E+10,4.40E+07,2.30E+03,2.00E+04,205610
s1000_g1e3,384,53302993, -ksp_type tfqmr -pc_type bjacobi ,KSPSolve,5,3.1,6.20E-01,1.89E+10,2.90E+07,1.70E+03,3.00E+04,226825
s1000_g1e3,384,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,4,1.8,4.50E-01,1.18E+10,1.80E+07,1.70E+03,2.50E+04,238273
s1000_g1e3,384,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,3,1.50E+00,2.25E+10,4.30E+07,1.70E+03,2.90E+04,282147
s1000_g1e3,384,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,2.9,1.45E+00,2.31E+10,2.20E+07,1.70E+03,3.00E+04,291665
s1000_g1e3,384,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,3.3,1.65E+00,2.40E+10,6.40E+07,2.30E+03,3.00E+04,272216
s1000_g1e3,384,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,3.3,1.65E+00,2.27E+10,6.20E+07,1.70E+03,2.80E+04,256227
s1000_g1e3,384,75830645, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,6.8,1.70E+00,1.04E+10,4.10E+07,2.30E+03,9.60E+03,566676
s1000_g1e3,384,75830644, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,7.4,1.85E+00,9.96E+09,4.10E+07,1.70E+03,9.50E+03,505143
s1000_g1e3,384,75830647, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,6.7,1.68E+00,1.03E+10,2.90E+07,1.70E+03,1.00E+04,576188
s1000_g1e3,384,75830646, -ksp_type ibcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,4,7.7,1.93E+00,1.27E+10,1.90E+07,1.70E+03,1.30E+04,618687
s1000_g1e3,384,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,2.9,1.45E+00,2.23E+10,4.20E+07,1.70E+03,2.90E+04,283046
s1000_g1e3,6144,30870723, -ksp_type gmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,4.4,2.20E+00,1.63E+09,7.40E+08,4.20E+02,3.00E+04,2085871
s1000_g1e3,6144,30870722, -ksp_type gmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,3.6,1.80E+00,1.64E+09,4.00E+08,4.20E+02,3.30E+04,2572458
s1000_g1e3,6144,30870721, -ksp_type gmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,4.4,2.20E+00,1.80E+09,1.00E+09,5.90E+02,2.80E+04,2303952
s1000_g1e3,6144,30870720, -ksp_type gmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,6.8,3.40E+00,1.71E+09,1.10E+09,4.30E+02,2.90E+04,1420761
s1000_g1e3,6144,80361466, -ksp_type bcgs -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,1.3,6.50E-01,4.41E+08,1.80E+08,4.20E+02,1.40E+04,1900515
s1000_g1e3,6144,45869640, -ksp_type fgmres -pc_type asm -pc_asm_overlap 1 ,KSPSolve,2,3.8,1.90E+00,1.59E+09,7.10E+08,4.20E+02,3.00E+04,2372647
s1000_g1e3,6144,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,6.9,3.45E+00,1.75E+09,4.30E+08,4.20E+02,3.50E+04,1434025
s1000_g1e3,6144,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,5.5,2.75E+00,1.85E+09,1.10E+09,5.90E+02,3.00E+04,1905162
s1000_g1e3,6144,45869637, -ksp_type fgmres -pc_type asm -pc_asm_overlap 2 ,KSPSolve,2,5.2,2.60E+00,1.69E+09,1.00E+09,4.30E+02,2.90E+04,1820960
s1000_g1e3,6144,80361465, -ksp_type bcgs -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,2.8,7.00E-01,9.47E+08,7.90E+08,5.90E+02,2.20E+04,1926337
s1000_g1e3,6144,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,3.6,9.00E-01,1.00E+09,6.90E+08,4.20E+02,5.70E+04,1554696
s1000_g1e3,6144,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,4,6.1,1.53E+00,1.71E+09,1.40E+09,5.90E+02,2.90E+04,1594026
s1000_g1e3,6144,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,6.4,1.60E+00,1.60E+09,1.10E+09,4.20E+02,3.40E+04,1417743
s1000_g1e3,6144,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,3.2,1.60E+00,1.66E+09,4.10E+08,4.20E+02,3.30E+04,2858701
s1000_g1e3,6144,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,4.9,1.23E+00,1.29E+09,1.20E+09,4.30E+02,2.50E+04,1489933
s1000_g1e3,6144,80361464, -ksp_type bcgs -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,2.8,7.00E-01,9.31E+08,8.70E+08,4.30E+02,2.40E+04,1834137
s1000_g1e3,6144,91036839, -ksp_type bcgs -pc_type bjacobi ,KSPSolve,2,1.1,5.50E-01,4.41E+08,1.80E+08,4.20E+02,1.40E+04,2220371
s1000_g1e3,6144,80361467, -ksp_type bcgs -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,3.9,9.75E-01,9.44E+08,6.60E+08,4.20E+02,2.70E+04,1348171
s1000_g1e3,12288,8520536, -ksp_type bcgs -pc_type jacobi ,KSPSolve,4,1,2.50E-01,7.25E+08,2.00E+09,2.90E+02,8.10E+04,800791
s1000_g1e3,12288,11256943, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 3 ,KSPSolve,3,7.6,2.53E+00,1.44E+09,4.20E+09,4.20E+02,4.40E+04,2161680
s1000_g1e3,12288,11256941, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 1 ,KSPSolve,4,3.2,8.00E-01,6.32E+08,1.70E+09,2.90E+02,2.60E+04,2241952
s1000_g1e3,12288,42851841, -ksp_type gmres -pc_type bjacobi ,KSPSolve,2,3,1.50E+00,8.32E+08,8.20E+08,2.90E+02,3.30E+04,3145913
s1000_g1e3,12288,11256944, -ksp_type tfqmr -pc_type asm -pc_asm_overlap 2 ,KSPSolve,4,3.6,9.00E-01,6.81E+08,2.30E+09,3.00E+02,2.40E+04,2125832
s1000_g1e3,12288,49542066, -ksp_type bcgs -pc_type none ,KSPSolve,4,7.4,1.85E+00,6.19E+08,1.70E+09,2.90E+02,7.00E+04,945874
s1000_g1e3,12288,45869639, -ksp_type fgmres -pc_type asm -pc_asm_overlap 0 ,KSPSolve,2,2.9,1.45E+00,8.67E+08,8.70E+08,2.90E+02,3.50E+04,3387964
s1000_g1e3,12288,45869638, -ksp_type fgmres -pc_type asm -pc_asm_overlap 3 ,KSPSolve,2,3.3,1.65E+00,9.71E+08,2.10E+09,4.20E+02,2.90E+04,3355445
