@relation TestingPetscRS1_75

@attribute ' UpperBW' numeric
@attribute ' LowerBW' numeric
@attribute ' NumericValueSymmetry2' numeric
@attribute ' RowVariance' numeric
@attribute ' DiagSign' numeric
@attribute ' DiagNNZ' numeric
@attribute solver {89565283,7481378,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,44673503,49598912,28187355,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,18524981,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,69323954,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,88304927,90783920,7285383,29030071,29030070,19481960,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,18868442,13323659,45869640,36564233,68908713,7285382,36564232,99720138,75830645,61996489,36564234,30870721,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,49542066,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,96689089,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,83579741,85490471,85490470,85490472,25185158,37052869,37052868}
@attribute class {good,bad}

@data
4002,4002,0.819714,0.499001,2,4000000,29553944,?
4002,4002,0.819714,0.499001,2,4000000,69654763,?
4002,4002,0.819714,0.499001,2,4000000,69654762,?
4002,4002,0.819714,0.499001,2,4000000,32874609,?
4002,4002,0.819714,0.499001,2,4000000,32168840,?
4002,4002,0.819714,0.499001,2,4000000,90197664,?
4002,4002,0.819714,0.499001,2,4000000,90197665,?
4002,4002,0.819714,0.499001,2,4000000,90197666,?
4002,4002,0.819714,0.499001,2,4000000,69654760,?
4002,4002,0.819714,0.499001,2,4000000,37052870,?
4002,4002,0.819714,0.499001,2,4000000,37052871,?
4002,4002,0.819714,0.499001,2,4000000,19932321,?
4002,4002,0.819714,0.499001,2,4000000,19932323,?
4002,4002,0.819714,0.499001,2,4000000,19932322,?
4002,4002,0.819714,0.499001,2,4000000,19932324,?
4002,4002,0.819714,0.499001,2,4000000,80361466,?
4002,4002,0.819714,0.499001,2,4000000,80361467,?
4002,4002,0.819714,0.499001,2,4000000,80361464,?
4002,4002,0.819714,0.499001,2,4000000,80361465,?
4002,4002,0.819714,0.499001,2,4000000,49834420,?
4002,4002,0.819714,0.499001,2,4000000,1216556,?
4002,4002,0.819714,0.499001,2,4000000,38678404,?
4002,4002,0.819714,0.499001,2,4000000,38678401,?
4002,4002,0.819714,0.499001,2,4000000,38678402,?
4002,4002,0.819714,0.499001,2,4000000,38678403,?
4002,4002,0.819714,0.499001,2,4000000,32874611,?
4002,4002,0.819714,0.499001,2,4000000,32874610,?
4002,4002,0.819714,0.499001,2,4000000,32874612,?
4002,4002,0.819714,0.499001,2,4000000,44114477,?
4002,4002,0.819714,0.499001,2,4000000,44114476,?
4002,4002,0.819714,0.499001,2,4000000,44114479,?
4002,4002,0.819714,0.499001,2,4000000,44114478,?
4002,4002,0.819714,0.499001,2,4000000,36564235,?
4002,4002,0.819714,0.499001,2,4000000,36025721,?
4002,4002,0.819714,0.499001,2,4000000,75830647,?
4002,4002,0.819714,0.499001,2,4000000,75830646,?
4002,4002,0.819714,0.499001,2,4000000,85490471,?
4002,4002,0.819714,0.499001,2,4000000,85490470,?
4002,4002,0.819714,0.499001,2,4000000,85490472,?
4002,4002,0.819714,0.499001,2,4000000,18524981,?
4002,4002,0.819714,0.499001,2,4000000,37052869,?
4002,4002,0.819714,0.499001,2,4000000,37052868,?
4002,4002,0.819714,0.499001,2,4000000,49542066,?
4002,4002,0.819714,0.499001,2,4000000,44673503,?
4002,4002,0.819714,0.499001,2,4000000,7481378,?
4002,4002,0.819714,0.499001,2,4000000,19481960,?
4002,4002,0.819714,0.499001,2,4000000,25185158,?
4002,4002,0.819714,0.499001,2,4000000,69323954,?
4002,4002,0.819714,0.499001,2,4000000,96689089,?
4002,4002,0.819714,0.499001,2,4000000,28187355,?
4002,4002,0.819714,0.499001,2,4000000,61996489,?
4002,4002,0.819714,0.499001,2,4000000,83579741,?
4002,4002,0.819714,0.499001,2,4000000,88304927,?
402,402,0.896768,0.490075,2,40000,89565283,?
402,402,0.896768,0.490075,2,40000,8793455,?
402,402,0.896768,0.490075,2,40000,90197667,?
402,402,0.896768,0.490075,2,40000,49598909,?
402,402,0.896768,0.490075,2,40000,91036839,?
402,402,0.896768,0.490075,2,40000,45869639,?
402,402,0.896768,0.490075,2,40000,45869638,?
402,402,0.896768,0.490075,2,40000,45869637,?
402,402,0.896768,0.490075,2,40000,47942867,?
402,402,0.896768,0.490075,2,40000,89269802,?
402,402,0.896768,0.490075,2,40000,89269803,?
402,402,0.896768,0.490075,2,40000,89269801,?
402,402,0.896768,0.490075,2,40000,89269804,?
402,402,0.896768,0.490075,2,40000,59072883,?
402,402,0.896768,0.490075,2,40000,59072882,?
402,402,0.896768,0.490075,2,40000,59072881,?
402,402,0.896768,0.490075,2,40000,7285381,?
402,402,0.896768,0.490075,2,40000,7285384,?
402,402,0.896768,0.490075,2,40000,59072884,?
402,402,0.896768,0.490075,2,40000,49598911,?
402,402,0.896768,0.490075,2,40000,49598910,?
402,402,0.896768,0.490075,2,40000,49598912,?
402,402,0.896768,0.490075,2,40000,30870721,?
402,402,0.896768,0.490075,2,40000,36025723,?
402,402,0.896768,0.490075,2,40000,36025722,?
402,402,0.896768,0.490075,2,40000,53302993,?
402,402,0.896768,0.490075,2,40000,30870720,?
402,402,0.896768,0.490075,2,40000,64278029,?
402,402,0.896768,0.490075,2,40000,36025724,?
402,402,0.896768,0.490075,2,40000,44526267,?
402,402,0.896768,0.490075,2,40000,8793454,?
402,402,0.896768,0.490075,2,40000,8793456,?
402,402,0.896768,0.490075,2,40000,8793453,?
402,402,0.896768,0.490075,2,40000,17734818,?
402,402,0.896768,0.490075,2,40000,32168839,?
402,402,0.896768,0.490075,2,40000,32168838,?
402,402,0.896768,0.490075,2,40000,57331597,?
402,402,0.896768,0.490075,2,40000,95762352,?
402,402,0.896768,0.490075,2,40000,57331599,?
402,402,0.896768,0.490075,2,40000,57331598,?
402,402,0.896768,0.490075,2,40000,32168837,?
402,402,0.896768,0.490075,2,40000,88865078,?
402,402,0.896768,0.490075,2,40000,88865079,?
402,402,0.896768,0.490075,2,40000,49834417,?
402,402,0.896768,0.490075,2,40000,49834419,?
402,402,0.896768,0.490075,2,40000,49834418,?
402,402,0.896768,0.490075,2,40000,88865076,?
402,402,0.896768,0.490075,2,40000,88865077,?
402,402,0.896768,0.490075,2,40000,11256942,?
402,402,0.896768,0.490075,2,40000,11256943,?
402,402,0.896768,0.490075,2,40000,11256941,?
402,402,0.896768,0.490075,2,40000,42851841,?
402,402,0.896768,0.490075,2,40000,11256944,?
402,402,0.896768,0.490075,2,40000,31459546,?
402,402,0.896768,0.490075,2,40000,17887723,?
402,402,0.896768,0.490075,2,40000,91845162,?
402,402,0.896768,0.490075,2,40000,53362206,?
402,402,0.896768,0.490075,2,40000,95762355,?
402,402,0.896768,0.490075,2,40000,12321508,?
402,402,0.896768,0.490075,2,40000,75830644,?
402,402,0.896768,0.490075,2,40000,57331600,?
402,402,0.896768,0.490075,2,40000,43373444,?
402,402,0.896768,0.490075,2,40000,95762353,?
402,402,0.896768,0.490075,2,40000,43373441,?
402,402,0.896768,0.490075,2,40000,43373442,?
402,402,0.896768,0.490075,2,40000,43373443,?
402,402,0.896768,0.490075,2,40000,91068411,?
402,402,0.896768,0.490075,2,40000,91068410,?
402,402,0.896768,0.490075,2,40000,5890861,?
402,402,0.896768,0.490075,2,40000,85483012,?
402,402,0.896768,0.490075,2,40000,5890863,?
402,402,0.896768,0.490075,2,40000,5890862,?
402,402,0.896768,0.490075,2,40000,18868444,?
402,402,0.896768,0.490075,2,40000,18868441,?
402,402,0.896768,0.490075,2,40000,18868443,?
402,402,0.896768,0.490075,2,40000,18868442,?
402,402,0.896768,0.490075,2,40000,91068408,?
402,402,0.896768,0.490075,2,40000,47942864,?
402,402,0.896768,0.490075,2,40000,47942865,?
402,402,0.896768,0.490075,2,40000,47942866,?
402,402,0.896768,0.490075,2,40000,91068409,?
402,402,0.896768,0.490075,2,40000,8520536,?
402,402,0.896768,0.490075,2,40000,5890860,?
402,402,0.896768,0.490075,2,40000,82456576,?
402,402,0.896768,0.490075,2,40000,29030069,?
402,402,0.896768,0.490075,2,40000,95762354,?
402,402,0.896768,0.490075,2,40000,90783920,?
402,402,0.896768,0.490075,2,40000,99720138,?
402,402,0.896768,0.490075,2,40000,29030071,?
402,402,0.896768,0.490075,2,40000,29030070,?
402,402,0.896768,0.490075,2,40000,29030072,?
402,402,0.896768,0.490075,2,40000,85490469,?
402,402,0.896768,0.490075,2,40000,30870723,?
402,402,0.896768,0.490075,2,40000,30870722,?
402,402,0.896768,0.490075,2,40000,26415435,?
402,402,0.896768,0.490075,2,40000,26415434,?
402,402,0.896768,0.490075,2,40000,26415433,?
402,402,0.896768,0.490075,2,40000,26415432,?
402,402,0.896768,0.490075,2,40000,13323659,?
402,402,0.896768,0.490075,2,40000,45869640,?
402,402,0.896768,0.490075,2,40000,36564233,?
402,402,0.896768,0.490075,2,40000,68908713,?
402,402,0.896768,0.490075,2,40000,7285382,?
402,402,0.896768,0.490075,2,40000,36564232,?
402,402,0.896768,0.490075,2,40000,7285383,?
402,402,0.896768,0.490075,2,40000,75830645,?
402,402,0.896768,0.490075,2,40000,36564234,?
402,402,0.896768,0.490075,2,40000,81986705,?
402,402,0.896768,0.490075,2,40000,29553941,?
402,402,0.896768,0.490075,2,40000,29553943,?
402,402,0.896768,0.490075,2,40000,29553942,?
402,402,0.896768,0.490075,2,40000,69654761,?
402,402,0.896768,0.490075,2,40000,29553944,?
402,402,0.896768,0.490075,2,40000,69654763,?
402,402,0.896768,0.490075,2,40000,69654762,?
402,402,0.896768,0.490075,2,40000,32874609,?
402,402,0.896768,0.490075,2,40000,32168840,?
402,402,0.896768,0.490075,2,40000,90197664,?
402,402,0.896768,0.490075,2,40000,90197665,?
402,402,0.896768,0.490075,2,40000,90197666,?
402,402,0.896768,0.490075,2,40000,69654760,?
402,402,0.896768,0.490075,2,40000,37052870,?
402,402,0.896768,0.490075,2,40000,37052871,?
402,402,0.896768,0.490075,2,40000,19932321,?
402,402,0.896768,0.490075,2,40000,19932323,?
402,402,0.896768,0.490075,2,40000,19932322,?
402,402,0.896768,0.490075,2,40000,19932324,?
402,402,0.896768,0.490075,2,40000,80361466,?
402,402,0.896768,0.490075,2,40000,80361467,?
402,402,0.896768,0.490075,2,40000,80361464,?
402,402,0.896768,0.490075,2,40000,80361465,?
402,402,0.896768,0.490075,2,40000,49834420,?
402,402,0.896768,0.490075,2,40000,1216556,?
402,402,0.896768,0.490075,2,40000,38678404,?
402,402,0.896768,0.490075,2,40000,38678401,?
402,402,0.896768,0.490075,2,40000,38678402,?
402,402,0.896768,0.490075,2,40000,38678403,?
402,402,0.896768,0.490075,2,40000,32874611,?
402,402,0.896768,0.490075,2,40000,32874610,?
402,402,0.896768,0.490075,2,40000,32874612,?
402,402,0.896768,0.490075,2,40000,44114477,?
402,402,0.896768,0.490075,2,40000,44114476,?
402,402,0.896768,0.490075,2,40000,44114479,?
402,402,0.896768,0.490075,2,40000,44114478,?
402,402,0.896768,0.490075,2,40000,36564235,?
402,402,0.896768,0.490075,2,40000,36025721,?
402,402,0.896768,0.490075,2,40000,75830647,?
402,402,0.896768,0.490075,2,40000,75830646,?
402,402,0.896768,0.490075,2,40000,85490471,?
402,402,0.896768,0.490075,2,40000,85490470,?
402,402,0.896768,0.490075,2,40000,85490472,?
402,402,0.896768,0.490075,2,40000,18524981,?
402,402,0.896768,0.490075,2,40000,37052869,?
402,402,0.896768,0.490075,2,40000,37052868,?
402,402,0.896768,0.490075,2,40000,49542066,?
402,402,0.896768,0.490075,2,40000,44673503,?
402,402,0.896768,0.490075,2,40000,7481378,?
402,402,0.896768,0.490075,2,40000,19481960,?
402,402,0.896768,0.490075,2,40000,25185158,?
402,402,0.896768,0.490075,2,40000,69323954,?
402,402,0.896768,0.490075,2,40000,96689089,?
402,402,0.896768,0.490075,2,40000,28187355,?
402,402,0.896768,0.490075,2,40000,61996489,?
402,402,0.896768,0.490075,2,40000,83579741,?
402,402,0.896768,0.490075,2,40000,88304927,?
402,402,0.895871,0.490075,2,40000,89565283,?
402,402,0.895871,0.490075,2,40000,8793455,?
402,402,0.895871,0.490075,2,40000,90197667,?
402,402,0.895871,0.490075,2,40000,49598909,?
402,402,0.895871,0.490075,2,40000,91036839,?
402,402,0.895871,0.490075,2,40000,45869639,?
402,402,0.895871,0.490075,2,40000,45869638,?
402,402,0.895871,0.490075,2,40000,45869637,?
402,402,0.895871,0.490075,2,40000,47942867,?
402,402,0.895871,0.490075,2,40000,89269802,?
402,402,0.895871,0.490075,2,40000,89269803,?
402,402,0.895871,0.490075,2,40000,89269801,?
402,402,0.895871,0.490075,2,40000,89269804,?
402,402,0.895871,0.490075,2,40000,59072883,?
402,402,0.895871,0.490075,2,40000,59072882,?
402,402,0.895871,0.490075,2,40000,59072881,?
402,402,0.895871,0.490075,2,40000,7285381,?
402,402,0.895871,0.490075,2,40000,7285384,?
402,402,0.895871,0.490075,2,40000,59072884,?
402,402,0.895871,0.490075,2,40000,49598911,?
402,402,0.895871,0.490075,2,40000,49598910,?
402,402,0.895871,0.490075,2,40000,49598912,?
402,402,0.895871,0.490075,2,40000,30870721,?
402,402,0.895871,0.490075,2,40000,36025723,?
402,402,0.895871,0.490075,2,40000,36025722,?
402,402,0.895871,0.490075,2,40000,53302993,?
402,402,0.895871,0.490075,2,40000,30870720,?
402,402,0.895871,0.490075,2,40000,64278029,?
402,402,0.895871,0.490075,2,40000,36025724,?
402,402,0.895871,0.490075,2,40000,44526267,?
402,402,0.895871,0.490075,2,40000,8793454,?
402,402,0.895871,0.490075,2,40000,8793456,?
402,402,0.895871,0.490075,2,40000,8793453,?
402,402,0.895871,0.490075,2,40000,17734818,?
402,402,0.895871,0.490075,2,40000,32168839,?
402,402,0.895871,0.490075,2,40000,32168838,?
402,402,0.895871,0.490075,2,40000,57331597,?
402,402,0.895871,0.490075,2,40000,95762352,?
402,402,0.895871,0.490075,2,40000,57331599,?
402,402,0.895871,0.490075,2,40000,57331598,?
402,402,0.895871,0.490075,2,40000,32168837,?
402,402,0.895871,0.490075,2,40000,88865078,?
402,402,0.895871,0.490075,2,40000,88865079,?
402,402,0.895871,0.490075,2,40000,49834417,?
402,402,0.895871,0.490075,2,40000,49834419,?
402,402,0.895871,0.490075,2,40000,49834418,?
402,402,0.895871,0.490075,2,40000,88865076,?
402,402,0.895871,0.490075,2,40000,88865077,?
402,402,0.895871,0.490075,2,40000,11256942,?
402,402,0.895871,0.490075,2,40000,11256943,?
402,402,0.895871,0.490075,2,40000,11256941,?
402,402,0.895871,0.490075,2,40000,42851841,?
402,402,0.895871,0.490075,2,40000,11256944,?
402,402,0.895871,0.490075,2,40000,31459546,?
402,402,0.895871,0.490075,2,40000,17887723,?
402,402,0.895871,0.490075,2,40000,91845162,?
402,402,0.895871,0.490075,2,40000,53362206,?
402,402,0.895871,0.490075,2,40000,95762355,?
402,402,0.895871,0.490075,2,40000,12321508,?
402,402,0.895871,0.490075,2,40000,75830644,?
402,402,0.895871,0.490075,2,40000,57331600,?
402,402,0.895871,0.490075,2,40000,43373444,?
402,402,0.895871,0.490075,2,40000,95762353,?
402,402,0.895871,0.490075,2,40000,43373441,?
402,402,0.895871,0.490075,2,40000,43373442,?
402,402,0.895871,0.490075,2,40000,43373443,?
402,402,0.895871,0.490075,2,40000,91068411,?
402,402,0.895871,0.490075,2,40000,91068410,?
402,402,0.895871,0.490075,2,40000,5890861,?
402,402,0.895871,0.490075,2,40000,85483012,?
402,402,0.895871,0.490075,2,40000,5890863,?
402,402,0.895871,0.490075,2,40000,5890862,?
402,402,0.895871,0.490075,2,40000,18868444,?
402,402,0.895871,0.490075,2,40000,18868441,?
402,402,0.895871,0.490075,2,40000,18868443,?
402,402,0.895871,0.490075,2,40000,18868442,?
402,402,0.895871,0.490075,2,40000,91068408,?
402,402,0.895871,0.490075,2,40000,47942864,?
402,402,0.895871,0.490075,2,40000,47942865,?
402,402,0.895871,0.490075,2,40000,47942866,?
402,402,0.895871,0.490075,2,40000,91068409,?
402,402,0.895871,0.490075,2,40000,8520536,?
402,402,0.895871,0.490075,2,40000,5890860,?
402,402,0.895871,0.490075,2,40000,82456576,?
402,402,0.895871,0.490075,2,40000,29030069,?
402,402,0.895871,0.490075,2,40000,95762354,?
402,402,0.895871,0.490075,2,40000,90783920,?
402,402,0.895871,0.490075,2,40000,99720138,?
402,402,0.895871,0.490075,2,40000,29030071,?
402,402,0.895871,0.490075,2,40000,29030070,?
402,402,0.895871,0.490075,2,40000,29030072,?
402,402,0.895871,0.490075,2,40000,85490469,?
402,402,0.895871,0.490075,2,40000,30870723,?
402,402,0.895871,0.490075,2,40000,30870722,?
402,402,0.895871,0.490075,2,40000,26415435,?
402,402,0.895871,0.490075,2,40000,26415434,?
402,402,0.895871,0.490075,2,40000,26415433,?
402,402,0.895871,0.490075,2,40000,26415432,?
402,402,0.895871,0.490075,2,40000,13323659,?
402,402,0.895871,0.490075,2,40000,45869640,?
402,402,0.895871,0.490075,2,40000,36564233,?
402,402,0.895871,0.490075,2,40000,68908713,?
402,402,0.895871,0.490075,2,40000,7285382,?
402,402,0.895871,0.490075,2,40000,36564232,?
402,402,0.895871,0.490075,2,40000,7285383,?
402,402,0.895871,0.490075,2,40000,75830645,?
402,402,0.895871,0.490075,2,40000,36564234,?
402,402,0.895871,0.490075,2,40000,81986705,?
402,402,0.895871,0.490075,2,40000,29553941,?
402,402,0.895871,0.490075,2,40000,29553943,?
402,402,0.895871,0.490075,2,40000,29553942,?
402,402,0.895871,0.490075,2,40000,69654761,?
402,402,0.895871,0.490075,2,40000,29553944,?
402,402,0.895871,0.490075,2,40000,69654763,?
402,402,0.895871,0.490075,2,40000,69654762,?
402,402,0.895871,0.490075,2,40000,32874609,?
402,402,0.895871,0.490075,2,40000,32168840,?
402,402,0.895871,0.490075,2,40000,90197664,?
402,402,0.895871,0.490075,2,40000,90197665,?
402,402,0.895871,0.490075,2,40000,90197666,?
402,402,0.895871,0.490075,2,40000,69654760,?
402,402,0.895871,0.490075,2,40000,37052870,?
402,402,0.895871,0.490075,2,40000,37052871,?
402,402,0.895871,0.490075,2,40000,19932321,?
402,402,0.895871,0.490075,2,40000,19932323,?
402,402,0.895871,0.490075,2,40000,19932322,?
402,402,0.895871,0.490075,2,40000,19932324,?
402,402,0.895871,0.490075,2,40000,80361466,?
402,402,0.895871,0.490075,2,40000,80361467,?
402,402,0.895871,0.490075,2,40000,80361464,?
402,402,0.895871,0.490075,2,40000,80361465,?
402,402,0.895871,0.490075,2,40000,49834420,?
402,402,0.895871,0.490075,2,40000,1216556,?
402,402,0.895871,0.490075,2,40000,38678404,?
402,402,0.895871,0.490075,2,40000,38678401,?
402,402,0.895871,0.490075,2,40000,38678402,?
402,402,0.895871,0.490075,2,40000,38678403,?
402,402,0.895871,0.490075,2,40000,32874611,?
402,402,0.895871,0.490075,2,40000,32874610,?
402,402,0.895871,0.490075,2,40000,32874612,?
402,402,0.895871,0.490075,2,40000,44114477,?
402,402,0.895871,0.490075,2,40000,44114476,?
402,402,0.895871,0.490075,2,40000,44114479,?
402,402,0.895871,0.490075,2,40000,44114478,?
402,402,0.895871,0.490075,2,40000,36564235,?
402,402,0.895871,0.490075,2,40000,36025721,?
402,402,0.895871,0.490075,2,40000,75830647,?
402,402,0.895871,0.490075,2,40000,75830646,?
402,402,0.895871,0.490075,2,40000,85490471,?
402,402,0.895871,0.490075,2,40000,85490470,?
402,402,0.895871,0.490075,2,40000,85490472,?
402,402,0.895871,0.490075,2,40000,18524981,?
402,402,0.895871,0.490075,2,40000,37052869,?
402,402,0.895871,0.490075,2,40000,37052868,?
402,402,0.895871,0.490075,2,40000,49542066,?
402,402,0.895871,0.490075,2,40000,44673503,?
402,402,0.895871,0.490075,2,40000,7481378,?
402,402,0.895871,0.490075,2,40000,19481960,?
402,402,0.895871,0.490075,2,40000,25185158,?
402,402,0.895871,0.490075,2,40000,69323954,?
402,402,0.895871,0.490075,2,40000,96689089,?
402,402,0.895871,0.490075,2,40000,28187355,?
402,402,0.895871,0.490075,2,40000,61996489,?
402,402,0.895871,0.490075,2,40000,83579741,?
402,402,0.895871,0.490075,2,40000,88304927,?
